Review,Review note,Title,Title (de),Title (ru),Title (uk),Title (ar),Title (tr),Starts at,Ends at,All day,Place name,Address,District,Provider name,Min age (years),Max age (years),Languages,Activity categories,Price type,Price text,Event link,Description (English),Description (de),Description (ru),Description (uk),Description (ar),Description (tr),Source link,ID
,,Door-guard craft workshop (Türbewacher) – family Saturday at Gorbitz Library,Familiensamstag in der Bibliothek Gorbitz: Türbewacher basteln mit Bela Alvarez,Мастерская «страж двери» – семейная суббота в библиотеке Gorbitz,Майстерня «вартовий дверей» – родинна субота в бібліотеці Gorbitz,ورشة «حارس الباب» – سبت العائلة في مكتبة Gorbitz,Kapı bekçisi atölyesi – Gorbitz Kütüphanesi'nde aile cumartesisi,2026-10-24 11:00,2026-10-24 11:40,no,Bibliothek Gorbitz,"Merianplatz 4, 01169 Dresden",Cotta,Bibliothek Gorbitz (Städtische Bibliotheken Dresden),4,,de,art;library,free,Free; registration by e-mail to Bibliothek Gorbitz,https://www.bibo-dresden.de/de/events-kids/gorbitz/20261024_Gorbitz_Alvarez_Tuerbewacher.php,Craft workshop with Bela Alvarez: families make their own figure that guards the bedroom door and shows whether visitors may come in – so monsters and Halloween ghosts only enter when invited. For children from 4 and families.,"In diesem Workshop entsteht eine selbst gestaltete Figur, die die Zimmertür bewacht und anzeigt, ob Besucher eintreten dürfen – so kommen Monster und Halloweengeister nur nach Einladung herein. Für Kinder ab 4 Jahren und Familien; Eintritt frei, Anmeldung per E-Mail.","Вместе с Bela Alvarez семьи мастерят фигурку, которая охраняет дверь комнаты и показывает, можно ли войти, – так монстры и призраки Хэллоуина попадут внутрь только по приглашению. Для детей от 4 лет и семей; бесплатно, запись по e-mail.","Разом із Bela Alvarez родини майструють фігурку, яка охороняє двері кімнати й показує, чи можна увійти, – тож монстри та привиди Гелловіну потраплять усередину лише на запрошення. Для дітей від 4 років і родин; безкоштовно, реєстрація електронною поштою.",مع Bela Alvarez تصنع العائلات مجسّمًا يحرس باب الغرفة ويبيّن إن كان مسموحًا للزوار بالدخول، فلا تدخل الوحوش وأشباح الهالوين إلا بدعوة. للأطفال من عمر 4 سنوات والعائلات؛ مجانًا، التسجيل بالبريد الإلكتروني.,"Bela Alvarez ile aileler, oda kapısını bekleyen ve ziyaretçilerin girip giremeyeceğini gösteren bir figür yapıyor – böylece canavarlar ve Cadılar Bayramı hayaletleri ancak davetle içeri girebiliyor. 4 yaş üstü çocuklar ve aileler için; ücretsiz, e-postayla kayıt.",https://www.bibo-dresden.de/de/events-kids/gorbitz/20261024_Gorbitz_Alvarez_Tuerbewacher.php,df10209a-0f09-4303-a1a2-205519733902
,,phil zu entdecken … im bunten Cellokasten – family concert,phil zu entdecken … im bunten Cellokasten,phil zu entdecken … «В пёстром футляре для виолончели» — семейный концерт,phil zu entdecken … «У барвистому футлярі для віолончелі» — родинний концерт,phil zu entdecken … «في صندوق التشيلو الملوّن» – حفل عائلي,phil zu entdecken … Rengârenk Çello Kutusunda – aile konseri,2026-10-25 11:00,,no,"Kulturpalast, Konzertsaal","Schloßstraße 2 (Eingang Altmarkt), 01067 Dresden",Altstadt,,5,,de,music,paid,"From €14; reduced: €6 pupils under 18, €10 under 30, €7 Dresden-Pass (optional FLEX fee +€6)",https://www.dresdnerphilharmonie.de/de/konzerte-tickets/konzertkalender-dresden/phil-zu-entdecken-im-bunten-cellokasten/?datum=2026-10-25,"Family concert of the Dresdner Philharmonie: presenter Malte Arkona and Phili explore how the cello tells stories, around Schumann's Cello Concerto in A minor with cellist Jean-Guihen Queyras, conducted by Stéphane Denève. The series is recommended from age 5.","Familienkonzert der Dresdner Philharmonie: Moderator Malte Arkona und Phili erkunden, wie das Cello Geschichten erzählt – rund um Schumanns Cellokonzert a-Moll mit Jean-Guihen Queyras (Violoncello) unter der Leitung von Stéphane Denève. Die Reihe ist ab 5 Jahren empfohlen.","Семейный концерт Дрезденской филармонии: ведущий Мальте Аркона и Фили исследуют, как виолончель рассказывает истории, на примере Концерта для виолончели ля минор Шумана; солист Жан-Гиэн Кейрас, дирижёр Стефан Денев. Цикл рекомендован детям от 5 лет.","Родинний концерт Дрезденської філармонії: ведучий Мальте Аркона та Філі досліджують, як віолончель розповідає історії, на прикладі Концерту для віолончелі ля мінор Шумана; соліст Жан-Гієн Кейрас, диригент Стефан Денев. Цикл рекомендовано дітям від 5 років.",حفل عائلي لأوركسترا دريسدن الفيلهارمونية: المقدّم مالته أركونا وشخصية فيلي يستكشفان كيف يروي التشيلو القصص، حول كونشرتو التشيلو في لا الصغير لشومان مع عازف التشيلو جان-غيهين كيراس وبقيادة ستيفان دونيف. السلسلة موصى بها من عمر 5 سنوات.,"Dresden Filarmoni aile konseri: sunucu Malte Arkona ve Phili, çellonun nasıl hikâye anlattığını Schumann'ın La minör Çello Konçertosu üzerinden keşfediyor; çello Jean-Guihen Queyras, şef Stéphane Denève. Seri 5 yaş ve üzeri için önerilir.",https://www.dresdnerphilharmonie.de/de/konzerte-tickets/konzertkalender-dresden/phil-zu-entdecken-im-bunten-cellokasten/?datum=2026-10-25,a2854ae7-31ff-405c-abff-1427fa8f0d0b
,,Frei ab Drei! Family afternoon at the Mathematisch-Physikalischer Salon,Frei ab Drei! Mathematisch-Physikalischer Salon,Frei ab Drei! Семейный день в Mathematisch-Physikalischer Salon,Frei ab Drei! Родинний день у Mathematisch-Physikalischer Salon,Frei ab Drei! عصرية عائلية في Mathematisch-Physikalischer Salon,Frei ab Drei! Mathematisch-Physikalischer Salon'da aile öğleden sonrası,2026-10-25 15:00,2026-10-25 17:00,no,"Zwinger, Mathematisch-Physikalischer Salon","Theaterplatz 1, 01067 Dresden",Altstadt,,,,de,stem,free,Free (Teilnahmegebühr: kostenfrei),https://www.skd.museum/vermittlung/programmreihen/familiennachmittage/,"Discovery worksheets for families from 15:00 to 17:00, and at 15:15 historic experiments: 'Es funkt!', a demonstration of a historic electrostatic machine with Leopold Brüx (limited places). In the Zwinger's museum of scientific instruments.","Von 15 bis 17 Uhr Entdeckerbogen für Familien, um 15:15 Uhr Historische Experimente: „Es funkt!“ – Vorführung einer historischen Elektrisiermaschine mit Leopold Brüx (begrenzte Teilnehmerzahl). Teilnahme kostenfrei.","С 15:00 до 17:00 – листы-задания для семей, в 15:15 – исторические опыты «Es funkt!»: демонстрация старинной электростатической машины с Leopold Brüx (число мест ограничено). В музее научных приборов в Zwinger; участие бесплатное.","З 15:00 до 17:00 – аркуші-завдання для родин, о 15:15 – історичні досліди «Es funkt!»: демонстрація старовинної електростатичної машини з Leopold Brüx (кількість місць обмежена). У музеї наукових приладів у Zwinger; участь безкоштовна.",من 15:00 إلى 17:00 أوراق استكشاف للعائلات، وفي 15:15 تجارب تاريخية بعنوان «Es funkt!»: عرض لآلة كهرباء ساكنة تاريخية مع Leopold Brüx (عدد المشاركين محدود). في متحف الأدوات العلمية داخل Zwinger؛ المشاركة مجانية.,"15:00-17:00 arası aileler için keşif kâğıtları, 15:15'te tarihî deneyler „Es funkt!“: Leopold Brüx ile tarihî bir elektrostatik makinenin gösterimi (katılımcı sayısı sınırlı). Zwinger'deki bilimsel aletler müzesinde; katılım ücretsiz.",https://www.skd.museum/vermittlung/programmreihen/familiennachmittage/,24f8be5d-c353-4bdc-9a14-fb9c901b1e3d
,,Picture-book cinema at Pieschen Library: Linas Leuchtturm,Bilderbuchkino in der Bibliothek Pieschen: Jonathan Stock „Linas Leuchtturm“,Кино по книжке с картинками в библиотеке Pieschen: «Linas Leuchtturm»,Кіно за книжкою з картинками в бібліотеці Pieschen: «Linas Leuchtturm»,سينما الكتب المصورة في مكتبة Pieschen: «Linas Leuchtturm»,Pieschen Kütüphanesi'nde resimli kitap sineması: „Linas Leuchtturm“,2026-10-26 16:30,2026-10-26 17:00,no,Bibliothek Pieschen,"Bürgerstraße 63, 01127 Dresden",Pieschen,,3,,de,library,free,"Free, no registration",https://www.bibo-dresden.de/de/events-kids/pieschen/20261026_Pieschen_BBK.php,A volunteer reader shows Jonathan Stock's picture book 'Linas Leuchtturm': Lina loves the sea and cares for all the animals that come to her lighthouse – until one night a violent storm destroys the light. For children from 3 and families.,"Vorlesenachmittag mit der Vorlesepatin: Lina liebt das Meer und pflegt alle Tiere, die zum Leuchtturm kommen – bis eines Nachts ein heftiger Sturm das Leuchtfeuer zerstört. Für Kinder ab 3 Jahren und Familien; Eintritt frei, ohne Anmeldung.","Чтица-волонтёр показывает книгу Jonathan Stock: Лина любит море и заботится обо всех животных, которые приходят к её маяку, – пока однажды ночью сильный шторм не разрушает маячный огонь. Для детей от 3 лет и семей; бесплатно, без записи.","Волонтерка-читачка показує книжку Jonathan Stock: Ліна любить море й піклується про всіх тварин, які приходять до її маяка, – доки однієї ночі сильний шторм не руйнує маячний вогонь. Для дітей від 3 років і родин; безкоштовно, без реєстрації.",قارئة متطوعة تعرض كتاب Jonathan Stock المصور: لينا تحب البحر وتعتني بكل الحيوانات التي تأتي إلى منارتها، حتى تدمّر عاصفة عنيفة ضوء المنارة ذات ليلة. للأطفال من عمر 3 سنوات والعائلات؛ مجانًا ودون تسجيل.,"Gönüllü bir okuyucu Jonathan Stock'un resimli kitabını gösteriyor: Lina denizi seviyor ve deniz fenerine gelen tüm hayvanlara bakıyor – ta ki bir gece şiddetli bir fırtına fenerin ışığını yok edene kadar. 3 yaş üstü çocuklar ve aileler için; ücretsiz, kayıt gerekmez.",https://www.bibo-dresden.de/de/events-kids/pieschen/20261026_Pieschen_BBK.php,2e9f7046-ea9e-4911-ae43-bc855942b6a2
,,Cuddly-toy cinema at Leubnitz-Neuostra Library,Kuscheltierkino,Кино с плюшевыми игрушками в библиотеке Лойбниц-Нойостра,Кіно з м'якими іграшками в бібліотеці Лойбніц-Нойостра,سينما الدمى المحشوة في مكتبة لويبنيتس-نويوسترا,Leubnitz-Neuostra Kütüphanesi'nde pelüş oyuncak sineması,2026-10-28 17:00,2026-10-28 17:30,no,Bibliothek Leubnitz-Neuostra,"Corinthstraße 8, 01219 Dresden",Prohlis,,3,6,de,library,free,"Free, no registration",https://www.bibo-dresden.de/de/events-kids/lno/20261028_LNO_Kuscheltierkino.php,"For World Cuddly Toy Day, children aged 3–6 bring their favourite cuddly toy to a cosy picture-book cinema – the little companions are welcome to watch too. Families welcome. Free, no registration.","Zum Welt-Kuscheltier-Tag sind Kinder von 3 bis 6 Jahren eingeladen, mit ihrem liebsten Kuscheltier ein gemütliches Bilderbuchkino zu erleben – die kleinen Begleiter dürfen natürlich mit dabei sein. Familien willkommen. Eintritt frei, ohne Anmeldung.","В честь Всемирного дня мягкой игрушки дети 3–6 лет приходят с любимой плюшевой игрушкой на уютный показ книжки с картинками — маленькие спутники, конечно, тоже смотрят. Семьи приглашаются. Бесплатно, без записи.","До Всесвітнього дня м'якої іграшки діти 3–6 років приходять з улюбленою м'якою іграшкою на затишний показ книжки з картинками — маленькі супутники, звісно, теж дивляться. Родини запрошуються. Безкоштовно, без реєстрації.",بمناسبة اليوم العالمي للدمى المحشوة، يُدعى الأطفال من 3 إلى 6 سنوات لحضور عرض كتاب مصور دافئ مع دميتهم المفضلة – ويمكن للرفاق الصغار المشاهدة أيضًا. العائلات مرحب بها. مجانًا ودون تسجيل.,"Dünya Pelüş Oyuncak Günü için 3–6 yaş arası çocuklar en sevdikleri pelüş oyuncaklarıyla sıcak bir resimli kitap sinemasına davetli – küçük arkadaşlar da elbette izleyebilir. Aileler hoş karşılanır. Ücretsiz, kayıt gerekmez.",https://www.bibo-dresden.de/de/events-kids/lno/20261028_LNO_Kuscheltierkino.php,a5119e08-526e-434c-ba36-004bba248d7b
,,Halloween at Zoo Dresden,Halloween im Zoo,Хэллоуин в зоопарке Дрездена,Гелловін у зоопарку Дрездена,الهالوين في حديقة حيوان دريسدن,Dresden Hayvanat Bahçesi'nde Cadılar Bayramı,2026-10-31 10:00,2026-10-31 18:30,no,Zoo Dresden,"Tiergartenstraße 1, 01219 Dresden",Altstadt,,,,de,nature;theatre,paid,"Zoo day ticket (summer price, zoo-dresden.de/besuch-planen/preise): adults €19, children 3–16 €10; the event page lists no extra fee",https://www.zoo-dresden.de/veranstaltung/halloween-im-zoo-2/,"Pumpkin surprises for the animals from 10:00, a Halloween party for the whole family from 13:00 with stories, stage shows and music (DJane La Rey, children's circus SANRO), and at 18:00 the LED light show 'Die Nacht der leuchtenden Tiere' by Project Fire.","Ab 10 Uhr Kürbisüberraschungen für die Tiere, ab 13 Uhr Halloweenparty für die ganze Familie mit Geschichten, Bühnenprogramm und Musik (DJane La Rey, Kinderzirkus SANRO, Fräulein Fabelwesen) und um 18 Uhr die LED-Lichtshow „Die Nacht der leuchtenden Tiere“ von Project Fire.","С 10:00 — сюрпризы из тыкв для животных, с 13:00 — праздник Хэллоуина для всей семьи с историями, сценической программой и музыкой (DJane La Rey, детский цирк SANRO), а в 18:00 — светодиодное шоу «Die Nacht der leuchtenden Tiere» от Project Fire.","З 10:00 — гарбузові сюрпризи для тварин, з 13:00 — свято Гелловіну для всієї родини з історіями, сценічною програмою та музикою (DJane La Rey, дитячий цирк SANRO), а о 18:00 — світлодіодне шоу «Die Nacht der leuchtenden Tiere» від Project Fire.",مفاجآت اليقطين للحيوانات من الساعة 10:00، وحفلة هالوين للعائلة كلها من 13:00 مع حكايات وعروض على المسرح وموسيقى (DJane La Rey وسيرك الأطفال SANRO)، وفي الساعة 18:00 عرض أضواء LED بعنوان «Die Nacht der leuchtenden Tiere» من Project Fire.,"Saat 10:00'dan itibaren hayvanlara balkabağı sürprizleri, 13:00'ten itibaren hikâyeler, sahne gösterileri ve müzikle (DJane La Rey, çocuk sirki SANRO) tüm aile için Cadılar Bayramı partisi ve 18:00'de Project Fire'ın LED ışık gösterisi ""Die Nacht der leuchtenden Tiere"".",https://www.zoo-dresden.de/veranstaltung/halloween-im-zoo-2/,73f98ffa-b291-431d-9054-5b61f19b99f7
,Claude: price not stated on the page.,SPUKEN – Halloween family Saturday at tjg.,SPUKEN – 10 Jahre tjg.-Theatergeister im Kraftwerk Mitte (FamilienSAMSTAG spezial),SPUKEN – семейная суббота на Хэллоуин в tjg.,SPUKEN – родинна субота на Гелловін у tjg.,SPUKEN – سبت العائلة للهالوين في مسرح tjg.,SPUKEN – tjg.'de Cadılar Bayramı aile cumartesisi,2026-10-31 14:00,,no,"tjg. theater junge generation, Theaterfoyer im Kraftwerk Mitte","Kraftwerk Mitte 1, 01067 Dresden",Altstadt,,4,,de,theatre;art,unknown,,https://www.tjg-dresden.de/familiensonntag,"The tjg. celebrates ten years of its theatre ghosts in Kraftwerk Mitte with a Halloween 'FamilienSAMSTAG spezial': all kinds of spooky characters, scary stories and masquerades for children from 4 and their families.","Seit zehn Jahren spuken die tjg.-Theatergeister durchs Kraftwerk Mitte: Zu Halloween lädt das tjg. zum FamilienSAMSTAG spezial mit allerlei Spukgestalten, Gruselgeschichten und Maskeraden ein. Für Kinder ab 4 Jahren und ihre Familien.","Уже десять лет театральные привидения tjg. бродят по Kraftwerk Mitte: на Хэллоуин театр приглашает на особую семейную субботу с разными призраками, страшилками и маскарадом. Для детей от 4 лет и их семей.","Уже десять років театральні привиди tjg. блукають Kraftwerk Mitte: на Гелловін театр запрошує на особливу родинну суботу з різними привидами, страшними історіями та маскарадом. Для дітей від 4 років та їхніх родин.",منذ عشر سنوات تتجول أشباح مسرح tjg. في Kraftwerk Mitte: وبمناسبة الهالوين يدعو المسرح إلى سبت عائلي خاص مع شخصيات مخيفة وحكايات رعب وحفلة أقنعة. للأطفال من عمر 4 سنوات وعائلاتهم.,"tjg. tiyatro hayaletleri on yıldır Kraftwerk Mitte'de dolaşıyor: Cadılar Bayramı'nda tiyatro; hayalet kılıkları, korku hikâyeleri ve maskelerle özel bir aile cumartesisine davet ediyor. 4 yaş üstü çocuklar ve aileleri için.",https://www.tjg-dresden.de/familiensonntag,6e2c1e0d-6f0c-495d-9851-94421138cbeb
,,Les petits petons – French playgroup for babies and toddlers,Französische Krabbelgruppe „Les petits petons“,Les petits petons – французская группа для малышей,Les petits petons – французька група для малюків,Les petits petons – مجموعة لعب بالفرنسية للرضّع والصغار,Les petits petons – bebekler ve küçük çocuklar için Fransızca oyun grubu,2026-11-06 10:15,2026-11-06 11:00,no,Institut français Dresden,"Lingnerallee 3, 01069 Dresden",Altstadt,,0,3,fr,languages;parent_baby,free,Free; registration requested by e-mail to the Institut français media library,https://www.institutfrancais.de/de/dresden/event/franzoesische-krabbelgruppe-les-petits-petons-29202,"French-language playgroup for children aged 0–3 and their parents at the Institut français: playing, reading and singing in a family atmosphere – for French-speaking families and anyone who wants their child to get to know French.","Krabbelgruppe auf Französisch für Kinder von 0 bis 3 Jahren und ihre Eltern im Institut français: Es wird gespielt, gelesen und gesungen – für frankophone Familien und alle, die ihr Kind mit der französischen Sprache vertraut machen möchten. Eintritt frei, Voranmeldung erwünscht.","Группа на французском языке для детей от 0 до 3 лет и их родителей в Institut français: игры, чтение и песни в семейной атмосфере – для франкоязычных семей и всех, кто хочет познакомить ребёнка с французским языком. Бесплатно, желательна предварительная запись.","Група французькою мовою для дітей від 0 до 3 років та їхніх батьків в Institut français: ігри, читання та пісні в родинній атмосфері – для франкомовних родин і всіх, хто хоче познайомити дитину з французькою мовою. Безкоштовно, бажана попередня реєстрація.",مجموعة لعب باللغة الفرنسية للأطفال من الولادة حتى 3 سنوات وأهاليهم في Institut français: لعب وقراءة وغناء في أجواء عائلية، للعائلات الناطقة بالفرنسية ولكل من يرغب في تعريف طفله باللغة الفرنسية. مجانًا، ويُفضَّل التسجيل المسبق.,"Institut français'da 0-3 yaş arası çocuklar ve ebeveynleri için Fransızca oyun grubu: aile ortamında oyun, okuma ve şarkılar – Fransızca konuşan aileler ve çocuğunu Fransızcayla tanıştırmak isteyen herkes için. Ücretsiz, ön kayıt rica ediliyor.",https://www.institutfrancais.de/de/dresden/event/franzoesische-krabbelgruppe-les-petits-petons-29202,1b6fbf82-3b29-4ced-9c40-bb2304bdada2
,,Die Gänsemagd – family Saturday at Prohlis Library,Familiensamstag in der Bibliothek Prohlis: Die Gänsemagd mit Bianka Heuser,«Die Gänsemagd» – семейная суббота в библиотеке Prohlis,«Die Gänsemagd» – родинна субота в бібліотеці Prohlis,«Die Gänsemagd» – سبت العائلة في مكتبة Prohlis,„Die Gänsemagd“ – Prohlis Kütüphanesi'nde aile cumartesisi,2026-11-07 10:30,2026-11-07 11:15,no,Bibliothek Prohlis,"Prohliser Allee 10, 01239 Dresden",Prohlis,,4,,de,library,free,Free; registration by e-mail to Bibliothek Prohlis,https://www.bibo-dresden.de/de/events-kids/prohlis/20261107_Prohlis_Familiensamstag-0.php,"Bianka Heuser presents the fairy tale of the goose girl: Princess Katharina is tricked by her maid and has to tend the geese, and only her loyal horse Falada knows the truth. For families and children from 4.","Die Prinzessin Katharina wird von ihrer Dienerin überlistet und muss fortan die Gänse hüten – einzig ihr treues Pferd Falada weiß um die Wahrheit. Für Familien und Kinder ab 4 Jahren; Eintritt frei, mit Anmeldung.","Bianka Heuser рассказывает сказку о гусятнице: принцессу Катарину обманывает служанка, и ей приходится пасти гусей – правду знает лишь её верный конь Фалада. Для семей и детей от 4 лет; бесплатно, по записи.","Bianka Heuser розповідає казку про гусятницю: принцесу Катаріну обманює служниця, і їй доводиться пасти гусей – правду знає лише її вірний кінь Фалада. Для родин і дітей від 4 років; безкоштовно, за реєстрацією.",تقدّم Bianka Heuser حكاية راعية الإوز: تخدع الخادمةُ الأميرةَ كاتارينا فتُجبر على رعي الإوز، ولا يعرف الحقيقة إلا حصانها الوفي فالادا. للعائلات والأطفال من عمر 4 سنوات؛ مجانًا مع التسجيل.,"Bianka Heuser kaz çobanı kız masalını anlatıyor: Prenses Katharina hizmetçisi tarafından kandırılır ve kaz gütmek zorunda kalır – gerçeği yalnızca sadık atı Falada bilir. Aileler ve 4 yaş üstü çocuklar için; ücretsiz, kayıtla.",https://www.bibo-dresden.de/de/events-kids/prohlis/20261107_Prohlis_Familiensamstag-0.php,7c9b945e-c433-48e7-a08b-32e61fbc6479
,,Flimmerkino: Peter und der Wolf – children's book stage at the Central Library,Kinderbuchbühne in der Zentralbibliothek: Flimmerkino „Peter und der Wolf“,Flimmerkino: «Петя и волк» – детская книжная сцена в Zentralbibliothek,Flimmerkino: «Петрик і вовк» – дитяча книжкова сцена в Zentralbibliothek,Flimmerkino: «بيتر والذئب» – مسرح كتب الأطفال في Zentralbibliothek,Flimmerkino: „Peter ve Kurt“ – Zentralbibliothek'te çocuk kitabı sahnesi,2026-11-07 10:30,2026-11-07 12:00,no,"Zentralbibliothek im Kulturpalast, Veranstaltungsraum (1. OG)","Schloßstraße 2, 01067 Dresden",Altstadt,Zentralbibliothek im Kulturpalast (Städtische Bibliotheken Dresden),3,,de,music;library,free,Free; registration by e-mail to the Zentralbibliothek,https://www.bibo-dresden.de/de/events-kids/zb/20261107_ZB_KBB.php,"The 'Tastenmann' has found an old reel of the cartoon 'Peter and the Wolf', Prokofiev's musical fairy tale, and brings the silent film to life on his piano – but he mixes up the characters' melodies and the children help sort them out. Film-music fun for the whole family for 90 years of 'Peter and the Wolf'; from 3.","Der Tastenmann hat eine alte Filmrolle mit dem Trickfilm „Peter und der Wolf“ gefunden und bringt den Stummfilm mit seinem Klavier zum Klingen – doch er verwechselt die Melodien der Figuren, und die Kinder helfen, Ordnung ins Durcheinander zu bringen. Filmmusikspaß für die ganze Familie zu 90 Jahren „Peter und der Wolf“; ab 3 Jahren, Eintritt frei, mit Anmeldung.","Пианист Tastenmann нашёл старую плёнку с мультфильмом «Петя и волк» по музыкальной сказке Прокофьева и озвучивает немой фильм на рояле, но путает мелодии героев – дети помогают навести порядок. Весёлая киномузыка для всей семьи к 90-летию «Пети и волка»; от 3 лет, бесплатно, по записи.","Піаніст Tastenmann знайшов стару плівку з мультфільмом «Петрик і вовк» за музичною казкою Прокоф'єва й озвучує німий фільм на фортепіано, але плутає мелодії героїв – діти допомагають навести лад. Весела кіномузика для всієї родини до 90-річчя «Петрика і вовка»; від 3 років, безкоштовно, за реєстрацією.",وجد عازف البيانو Tastenmann بكرة قديمة لفيلم الرسوم المتحركة «بيتر والذئب» المستوحى من حكاية بروكوفييف الموسيقية، فيُحيي الفيلم الصامت على البيانو، لكنه يخلط بين ألحان الشخصيات فيساعده الأطفال على ترتيبها. متعة موسيقى الأفلام للعائلة كلها بمناسبة 90 عامًا على «بيتر والذئب»؛ من عمر 3 سنوات، مجانًا مع التسجيل.,"Piyanist Tastenmann, Prokofyev'in müzikli masalından uyarlanan „Peter ve Kurt“ çizgi filminin eski bir makarasını bulmuş ve sessiz filmi piyanosuyla seslendiriyor – ama karakterlerin melodilerini karıştırıyor, çocuklar da düzeltmeye yardım ediyor. „Peter ve Kurt“un 90. yılı için tüm aileye film müziği eğlencesi; 3 yaş üstü, ücretsiz, kayıtla.",https://www.bibo-dresden.de/de/events-kids/zb/20261107_ZB_KBB.php,028568e8-80a9-4c29-89de-cb590691627c
,,"Family afternoon at the Albertinum: Guck mal, was da wächst!","Familiennachmittag im Albertinum: Guck mal, was da wächst!","Семейный день в Albertinum: «Guck mal, was da wächst!»","Родинний день в Albertinum: «Guck mal, was da wächst!»","عصرية عائلية في Albertinum: «Guck mal, was da wächst!»","Albertinum'da aile öğleden sonrası: „Guck mal, was da wächst!“",2026-11-07 14:30,2026-11-07 16:30,no,Albertinum,"Tzschirnerplatz 2, 01067 Dresden",Altstadt,,,,de,art,paid,"Programme free for children + 2 accompanying adults, plus museum admission from school age; registration requested on (0351) 4914-2000",https://www.skd.museum/vermittlung/programmreihen/familiennachmittage/,"Family-friendly discovery tour through the Albertinum's collection to Carl Lohse's flower garden, followed by making flowers together. Held every first Saturday of the month; meet at the ticket desk, places are limited.","Familienfreundliche Entdeckungstour zu Carl Lohses Blumengarten in der Sammlung des Albertinum, anschließend gestalten Groß und Klein gemeinsam Blumen. Teilnahme kostenfrei für Kinder und 2 begleitende Erwachsene, zzgl. Eintritt ab Schuleintritt; Anmeldung unter (0351) 4914-2000 erbeten.","Семейная экскурсия к «цветочному саду» Carl Lohse в коллекции Albertinum, после чего дети и взрослые вместе создают цветы. Участие бесплатно для детей и двух сопровождающих взрослых, плюс входной билет начиная со школьного возраста; просьба записаться по телефону (0351) 4914-2000.","Родинна екскурсія до «квіткового саду» Carl Lohse в колекції Albertinum, після чого діти й дорослі разом створюють квіти. Участь безкоштовна для дітей і двох дорослих супровідників, плюс вхідний квиток починаючи зі шкільного віку; прохання зареєструватися за телефоном (0351) 4914-2000.",جولة استكشافية مناسبة للعائلات إلى «حديقة الزهور» لـ Carl Lohse في مجموعة Albertinum، ثم يصنع الكبار والصغار الزهور معًا. المشاركة مجانية للأطفال ومرافقَين بالغَين، مع رسوم الدخول ابتداءً من سن المدرسة؛ يُرجى التسجيل على الرقم (0351) 4914-2000.,"Albertinum koleksiyonunda Carl Lohse'nin çiçek bahçesine aile dostu bir keşif turu; ardından büyükler ve küçükler birlikte çiçek tasarlıyor. Çocuklar ve 2 refakatçi yetişkin için katılım ücretsiz, okul çağından itibaren giriş ücreti ayrıca; kayıt için (0351) 4914-2000.",https://www.skd.museum/vermittlung/programmreihen/familiennachmittage/,67d5f6aa-de06-4fd7-9732-37212991991c
,,Sylvia Graupner: Das Papierschiff – family Sunday at Neustadt Library,Für die ganze Familie: Sylvia Graupner „Das Papierschiff“,Sylvia Graupner: «Das Papierschiff» – семейное воскресенье в библиотеке Neustadt,Sylvia Graupner: «Das Papierschiff» – родинна неділя в бібліотеці Neustadt,Sylvia Graupner: «Das Papierschiff» – أحد العائلة في مكتبة Neustadt,Sylvia Graupner: „Das Papierschiff“ – Neustadt Kütüphanesi'nde aile pazarı,2026-11-08 16:30,2026-11-08 17:15,no,Bibliothek Neustadt,"Königsbrücker Straße 26, 01099 Dresden",Neustadt,Bibliothek Neustadt (Städtische Bibliotheken Dresden),,,de,library,free,Free; registration by e-mail to Bibliothek Neustadt,https://www.bibo-dresden.de/de/events-kids/neustadt/20261108_Neustadt_Familiensonntag.php,Family Sunday at Bibliothek Neustadt with Sylvia Graupner and her book 'Das Papierschiff' ('The Paper Ship'). For children and families.,"Familiensonntag in der Bibliothek Neustadt mit Sylvia Graupner und ihrem Buch „Das Papierschiff“. Für Kinder und Familien; Eintritt frei, Anmeldung per E-Mail.","Семейное воскресенье в библиотеке Neustadt с Sylvia Graupner и её книгой «Das Papierschiff» («Бумажный кораблик»). Для детей и семей; бесплатно, запись по e-mail.","Родинна неділя в бібліотеці Neustadt із Sylvia Graupner та її книжкою «Das Papierschiff» («Паперовий кораблик»). Для дітей і родин; безкоштовно, реєстрація електронною поштою.",يوم أحد عائلي في مكتبة Neustadt مع Sylvia Graupner وكتابها «Das Papierschiff» (السفينة الورقية). للأطفال والعائلات؛ مجانًا، التسجيل بالبريد الإلكتروني.,"Neustadt Kütüphanesi'nde Sylvia Graupner ve kitabı „Das Papierschiff“ („Kâğıt Gemi“) ile aile pazarı. Çocuklar ve aileler için; ücretsiz, e-postayla kayıt.",https://www.bibo-dresden.de/de/events-kids/neustadt/20261108_Neustadt_Familiensonntag.php,e0e808d2-bef8-4e71-bb7a-0a553cbf5b94
